"id","ano","alunos_previstos","alunos_avaliados","percentual_avaliados","proficiencia_media","abaixo_basico","basico","adequado","avancado","taxa_participacao","meta_estabelecida","variacao_ano_anterior","posicao_municipio","data_atualizacao","observacoes","disciplina_id","escola_id","serie_id"
"743",2024,69,53,"76.81","248.15","10.78","53.39","27.72","8.11",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",58,"3"
"744",2024,132,100,"75.76","223.72","27.30","50.87","17.31","4.52",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",30,"3"
"745",2024,46,36,"78.26","240.36","16.16","48.44","27.59","7.81",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",38,"3"
"746",2024,77,32,"41.56","223.42","24.72","57.63","12.94","4.72",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",9,"3"
"747",2024,65,52,"80.00","237.39","19.56","43.61","28.72","8.11",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",68,"3"
"748",2024,100,81,"81.00","226.32","24.93","48.18","17.39","9.50",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",72,"3"
"749",2024,30,28,"93.33","238.11","15.33","40.03","34.65","9.98",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",39,"3"
"750",2024,75,65,"86.67","247.79","14.00","48.52","30.93","6.55",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",28,"3"
"751",2024,19,19,"100.00","269.04","7.71","36.75","34.92","20.62",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",7,"3"
"752",2024,16,16,"100.00","255.39","12.45","42.43","28.40","16.72",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",79,"3"
"753",2024,22,18,"81.82","225.22","21.70","60.26","0.00","18.04",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",17,"3"
"754",2024,22,21,"95.45","232.89","18.13","45.05","36.81","0.00",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",3,"3"
"755",2024,64,50,"78.13","253.90","9.26","47.31","30.17","13.25",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",76,"3"
"756",2024,16,16,"100.00","262.56","12.88","35.23","36.31","15.58",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",51,"3"
"757",2024,40,37,"92.50","215.86","30.65","45.22","15.49","8.64",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",5,"3"
"758",2024,29,26,"89.66","237.39","17.96","47.22","34.82","0.00",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",34,"3"
"759",2024,47,42,"89.36","228.72","20.38","56.99","18.98","3.65",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",59,"3"
"760",2024,20,18,"90.00","234.39","17.19","68.54","6.55","7.71",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",13,"3"
"761",2024,17,16,"94.12","243.18","7.50","76.27","16.22","0.00",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",55,"3"
"762",2024,15,13,"86.67","230.27","14.74","74.67","10.59","0.00",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",74,"3"
"763",2024,32,29,"90.63","230.54","24.65","55.69","4.43","15.22",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",4,"3"
"764",2024,15,15,"100.00","247.31","18.62","45.28","8.14","27.96",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",21,"3"
"765",2024,59,52,"88.14","233.47","23.76","51.00","22.09","3.15",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",62,"3"
"766",2024,102,89,"87.25","242.93","15.31","48.53","31.43","4.73",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",8,"3"
"767",2024,31,29,"93.55","254.97","16.49","39.79","15.55","28.17",NULL,NULL,NULL,NULL,"2026-02-10 14:38:25.667218-03",NULL,"1",19,"3"
"768",2024,89,77,"86.52","258.53","23.00","53.63","21.58","1.79",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",49,"3"
"769",2024,32,29,"90.63","218.60","53.56","46.44","0.00","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",60,"3"
"770",2024,142,127,"89.44","245.18","28.66","56.17","15.18","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",14,"3"
"771",2024,133,75,"56.39","243.27","30.75","56.20","9.00","4.04",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",1,"3"
"772",2024,78,65,"83.33","243.36","27.46","60.23","9.88","2.43",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",61,"3"
"773",2024,65,54,"83.08","216.01","53.21","41.18","2.58","3.03",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",2,"3"
"774",2024,71,67,"94.37","230.33","38.61","48.46","8.32","4.60",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",78,"3"
"775",2024,69,53,"76.81","239.35","31.14","66.15","2.72","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",58,"3"
"776",2024,132,100,"75.76","227.52","42.54","51.69","4.14","1.62",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",30,"3"
"777",2024,46,36,"78.26","255.68","11.91","70.77","17.33","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",38,"3"
"778",2024,77,32,"41.56","232.82","34.77","56.00","9.23","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",9,"3"
"779",2024,65,52,"80.00","229.81","38.20","61.80","0.00","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",68,"3"
"780",2024,100,81,"81.00","228.40","39.51","57.04","3.45","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",72,"3"
"781",2024,30,28,"93.33","238.43","24.33","71.04","4.63","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",39,"3"
"782",2024,75,65,"86.67","237.88","30.38","63.45","6.17","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",28,"3"
"783",2024,19,19,"100.00","261.98","11.99","74.19","6.69","7.12",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",7,"3"
"784",2024,16,16,"100.00","252.55","19.25","65.05","15.70","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",79,"3"
"785",2024,22,18,"81.82","242.69","46.82","53.18","0.00","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",17,"3"
"786",2024,22,21,"95.45","239.52","39.30","47.94","12.77","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",3,"3"
"787",2024,64,50,"78.13","245.08","20.82","64.01","15.18","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",76,"3"
"788",2024,16,16,"100.00","256.80","25.35","49.94","16.01","8.69",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",51,"3"
"789",2024,40,37,"92.50","220.63","47.38","52.62","0.00","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",5,"3"
"790",2024,29,26,"89.66","238.38","25.57","69.02","5.41","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",34,"3"
"791",2024,47,42,"89.36","230.70","37.76","54.92","3.53","3.80",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",59,"3"
"792",2024,20,18,"90.00","237.78","33.79","66.21","0.00","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",13,"3"
"793",2024,17,16,"94.12","243.86","13.96","78.01","8.03","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",55,"3"
"794",2024,15,13,"86.67","223.92","46.16","43.00","10.83","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",74,"3"
"795",2024,32,29,"90.63","237.58","29.05","62.20","8.75","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",4,"3"
"796",2024,15,15,"100.00","243.63","31.40","49.40","9.32","9.88",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",21,"3"
"797",2024,59,52,"88.14","235.54","28.52","66.13","5.35","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",62,"3"
"798",2024,102,89,"87.25","236.46","31.84","63.63","4.53","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",8,"3"
"799",2024,31,29,"93.55","258.41","17.59","48.53","33.88","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:14:11.956823-03",NULL,"2",19,"3"
"858",2024,49,46,"93.88","180.05","36.23","39.56","24.21","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",30,"2"
"859",2024,59,51,"86.44","187.67","31.34","45.25","23.40","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",72,"2"
"860",2024,58,53,"91.38","191.84","24.95","38.15","22.22","14.67",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",71,"2"
"861",2024,31,26,"83.87","178.55","36.98","37.28","25.74","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",73,"2"
"862",2024,55,52,"94.55","194.76","24.24","27.62","36.63","11.51",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",1,"2"
"863",2024,17,17,"100.00","158.28","59.29","30.25","0.00","10.46",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",2,"2"
"864",2024,22,21,"95.45","184.11","36.52","38.31","25.17","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",3,"2"
"865",2024,72,62,"86.11","193.89","26.10","40.72","28.48","4.70",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",4,"2"
"866",2024,156,144,"92.31","184.16","32.88","39.35","22.26","5.50",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",6,"2"
"867",2024,12,9,"75.00","169.84","53.89","13.13","32.98","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",82,"2"
"868",2024,55,46,"83.64","185.13","36.62","35.96","24.05","3.36",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",9,"2"
"869",2024,83,80,"96.39","213.25","18.08","27.64","40.19","14.10",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",10,"2"
"870",2024,16,14,"87.50","185.81","31.37","47.10","9.62","11.91",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",11,"2"
"871",2024,15,14,"93.33","180.38","47.81","22.69","29.49","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",51,"2"
"872",2024,18,17,"94.44","194.05","22.38","54.40","14.80","8.42",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",7,"2"
"873",2024,32,31,"96.88","214.35","15.43","45.55","15.25","23.77",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",20,"2"
"874",2024,13,12,"92.31","182.15","36.91","38.94","11.56","12.59",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",15,"2"
"875",2024,68,68,"100.00","188.00","30.96","40.67","21.36","7.01",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",16,"2"
"876",2024,22,15,"68.18","157.52","43.38","56.62","0.00","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",17,"2"
"877",2024,68,65,"95.59","198.66","20.15","48.66","24.67","6.52",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",33,"2"
"878",2024,30,29,"96.67","182.52","38.01","33.78","28.21","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",34,"2"
"879",2024,62,62,"100.00","199.58","26.79","22.43","38.53","12.26",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",35,"2"
"880",2024,52,47,"90.38","185.28","35.04","40.04","24.92","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",36,"2"
"881",2024,54,44,"81.48","190.27","26.40","40.35","26.11","7.14",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",37,"2"
"882",2024,47,41,"87.23","204.79","19.25","33.92","46.83","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",38,"2"
"883",2024,29,24,"82.76","198.41","22.86","33.82","31.14","12.18",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",39,"2"
"884",2024,15,15,"100.00","193.80","5.87","94.13","0.00","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",41,"2"
"885",2024,10,7,"70.00","158.47","78.68","0.00","21.32","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",44,"2"
"886",2024,14,12,"85.71","186.77","20.60","34.66","44.74","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",45,"2"
"887",2024,16,16,"100.00","212.56","16.01","36.92","29.34","17.73",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",46,"2"
"888",2024,52,51,"98.08","184.13","33.14","46.13","20.73","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",47,"2"
"889",2024,152,140,"92.11","192.53","29.34","37.27","28.78","4.62",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",53,"2"
"890",2024,19,18,"94.74","191.60","24.10","46.55","21.36","7.98",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",69,"2"
"891",2024,116,104,"89.66","191.05","27.99","36.08","25.74","10.18",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",70,"2"
"892",2024,14,10,"71.43","228.02","5.84","46.51","22.02","25.63",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",54,"2"
"893",2024,21,20,"95.24","208.35","19.43","25.12","34.50","20.95",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",55,"2"
"894",2024,104,93,"89.42","186.42","33.42","44.65","16.92","5.01",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",56,"2"
"895",2024,50,46,"92.00","211.58","13.93","33.80","46.00","6.28",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",57,"2"
"896",2024,24,23,"95.83","179.58","31.32","57.57","11.11","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",59,"2"
"897",2024,45,40,"88.89","184.19","28.82","53.86","13.45","3.87",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",28,"2"
"898",2024,57,43,"75.44","184.56","34.75","19.77","45.47","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",60,"2"
"899",2024,88,84,"95.45","181.86","34.73","34.13","27.39","3.75",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",61,"2"
"900",2024,44,39,"88.64","194.13","31.85","34.54","22.13","11.48",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",29,"2"
"901",2024,39,38,"97.44","196.14","30.49","26.81","34.59","8.11",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",62,"2"
"902",2024,105,103,"98.10","183.23","37.93","34.14","24.86","3.07",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",63,"2"
"903",2024,91,82,"90.11","199.13","25.00","28.11","37.63","9.27",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",64,"2"
"904",2024,56,52,"92.86","202.97","19.67","47.37","16.63","16.34",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",65,"2"
"905",2024,119,99,"83.19","198.57","26.10","32.56","20.31","21.03",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",66,"2"
"906",2024,60,56,"93.33","175.92","34.37","50.60","15.03","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",43,"2"
"907",2024,22,18,"81.82","189.57","24.48","45.85","20.93","8.74",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",67,"2"
"908",2024,63,50,"79.37","177.97","31.44","49.07","16.35","3.15",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",58,"2"
"909",2024,22,18,"81.82","172.42","44.98","32.26","22.75","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",74,"2"
"910",2024,18,17,"94.44","199.38","22.67","21.98","29.80","25.55",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",75,"2"
"911",2024,33,32,"96.97","250.40","3.89","18.03","40.24","37.84",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",19,"2"
"912",2024,65,60,"92.31","182.46","35.99","25.16","36.25","2.60",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",76,"2"
"913",2024,59,55,"93.22","162.99","53.75","27.44","18.81","0.00",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",78,"2"
"914",2024,17,17,"100.00","224.51","11.26","38.04","27.20","23.50",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",79,"2"
"915",2024,121,104,"85.95","178.29","35.69","35.83","23.66","4.82",NULL,NULL,NULL,NULL,"2026-02-10 15:27:42.71525-03",NULL,"2",68,"2"
"916",2023,41,38,"93.00","199.00","0.21","0.55","0.24","0.00",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",30,"2"
"917",2023,62,60,"97.00","193.00","0.43","0.33","0.20","0.03",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",72,"2"
"918",2023,47,43,"91.00","214.00","0.16","0.47","0.30","0.07",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",71,"2"
"919",2023,43,34,"79.00","189.00","0.32","0.62","0.06","0.00",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",73,"2"
"920",2023,54,50,"93.00","242.00","0.12","0.22","0.38","0.28",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",1,"2"
"921",2023,12,11,"92.00","211.00","0.36","0.27","0.27","0.09",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",2,"2"
"922",2023,14,13,"93.00","209.00","0.23","0.54","0.08","0.15",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",3,"2"
"923",2023,98,93,"95.00","183.00","0.56","0.26","0.16","0.02",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",4,"2"
"924",2023,16,14,"88.00","184.00","0.64","0.14","0.21","0.00",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",5,"2"
"925",2023,131,125,"95.00","195.00","0.35","0.36","0.26","0.03",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",6,"2"
"926",2023,50,46,"92.00","191.00","0.43","0.41","0.11","0.04",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",9,"2"
"927",2023,75,69,"92.00","218.00","0.17","0.42","0.29","0.12",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",10,"2"
"928",2023,14,10,"71.00","226.00","0.10","0.30","0.60","0.00",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",11,"2"
"929",2023,21,20,"95.00","184.00","0.45","0.50","0.00","0.05",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",31,"2"
"930",2023,17,14,"82.00","202.00","0.36","0.29","0.29","0.07",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",51,"2"
"931",2023,25,20,"80.00","205.00","0.25","0.45","0.25","0.05",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",7,"2"
"932",2023,24,21,"88.00","212.00","0.24","0.38","0.29","0.10",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",20,"2"
"933",2023,18,17,"94.00","208.00","0.24","0.41","0.24","0.12",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",13,"2"
"934",2023,22,20,"91.00","198.00","0.35","0.35","0.25","0.05",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",15,"2"
"935",2023,65,62,"95.00","219.00","0.15","0.42","0.32","0.11",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",16,"2"
"936",2023,15,12,"80.00","196.00","0.25","0.50","0.25","0.00",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",17,"2"
"937",2023,67,63,"94.00","213.00","0.27","0.33","0.30","0.10",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",33,"2"
"938",2023,57,49,"86.00","198.00","0.31","0.45","0.22","0.02",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",35,"2"
"939",2023,57,45,"79.00","206.00","0.20","0.51","0.29","0.00",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",36,"2"
"940",2023,52,50,"96.00","191.00","0.30","0.56","0.08","0.06",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",37,"2"
"941",2023,63,59,"94.00","214.00","0.24","0.31","0.36","0.10",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",38,"2"
"942",2023,29,31,"100.00","210.00","0.23","0.45","0.16","0.16",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",39,"2"
"943",2023,10,10,"100.00","184.00","0.60","0.20","0.10","0.10",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",40,"2"
"944",2023,14,15,"100.00","221.00","0.07","0.47","0.33","0.13",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",44,"2"
"945",2023,13,14,"100.00","234.00","0.14","0.21","0.43","0.21",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",45,"2"
"946",2023,18,16,"89.00","216.00","0.06","0.56","0.19","0.19",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",46,"2"
"947",2023,46,43,"93.00","211.00","0.30","0.33","0.28","0.09",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",47,"2"
"948",2023,120,116,"97.00","212.00","0.26","0.35","0.29","0.09",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",53,"2"
"949",2023,27,27,"100.00","219.00","0.19","0.33","0.37","0.11",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",69,"2"
"950",2023,98,90,"92.00","207.00","0.27","0.41","0.27","0.06",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",70,"2"
"951",2023,15,15,"100.00","195.00","0.27","0.47","0.27","0.00",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",54,"2"
"952",2023,24,22,"92.00","199.00","0.36","0.36","0.18","0.09",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",55,"2"
"953",2023,94,92,"98.00","208.00","0.20","0.48","0.27","0.05",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",56,"2"
"954",2023,32,32,"100.00","222.00","0.13","0.47","0.28","0.13",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",57,"2"
"955",2023,24,25,"100.00","182.00","0.44","0.44","0.08","0.04",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",59,"2"
"956",2023,49,46,"94.00","193.00","0.39","0.35","0.24","0.02",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",28,"2"
"957",2023,38,37,"97.00","202.00","0.27","0.54","0.14","0.05",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",60,"2"
"958",2023,119,115,"97.00","199.00","0.34","0.38","0.23","0.04",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",61,"2"
"959",2023,105,90,"86.00","198.00","0.34","0.40","0.20","0.06",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",29,"2"
"960",2023,41,40,"98.00","209.00","0.30","0.38","0.23","0.10",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",62,"2"
"961",2023,103,99,"96.00","205.00","0.26","0.43","0.22","0.08",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",63,"2"
"962",2023,82,73,"89.00","222.00","0.21","0.33","0.30","0.16",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",64,"2"
"963",2023,55,49,"89.00","208.00","0.33","0.31","0.33","0.04",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",65,"2"
"964",2023,142,131,"92.00","207.00","0.29","0.36","0.28","0.07",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",66,"2"
"965",2023,79,70,"89.00","193.00","0.39","0.39","0.20","0.03",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",43,"2"
"966",2023,15,16,"100.00","214.00","0.25","0.31","0.25","0.19",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",67,"2"
"967",2023,64,52,"81.00","196.00","0.37","0.42","0.15","0.06",NULL,NULL,NULL,NULL,"2026-02-10 16:11:02.192923-03",NULL,"2",58,"2"
